StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,dem_ingroup1,dem_ingroup2,dem_ingroup3,rep_outgroup1,rep_outgroup2,rep_outgroup3,rep_ingroup1,rep_ingroup2,rep_ingroup3,dem_outgroup1,dem_outgroup2,dem_outgroup3,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,cond1_selection,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,cond2_timing_First Click,cond2_timing_Last Click,cond2_timing_Page Submit,cond2_timing_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),dem3_timing_First Click,dem3_timing_Last Click,dem3_timing_Page Submit,dem3_timing_Click Count,rep4_timing_First Click,rep4_timing_Last Click,rep4_timing_Page Submit,rep4_timing_Click Count,dem1_timing_First Click,dem1_timing_Last Click,dem1_timing_Page Submit,dem1_timing_Click Count,rep2_timing_First Click,rep2_timing_Last Click,rep2_timing_Page Submit,rep2_timing_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,ethnicity_8_TEXT,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,aid,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions,FL_138_DO,FL_21_DO
2023-09-22 16:44:02,2023-09-22 16:44:51,8,174.85.174.37,3,48,0,2023-09-29 16:44:55,R_79G0ca2uGp69jvX,,,,,,,anonymous,EN,1,63d13c066352266a8621cc2a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,94,R_79G0ca2uGp69jvX,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,null,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-22 16:47:39,2023-09-22 16:53:35,0,216.186.173.137,3,355,0,2023-09-29 16:53:36,R_3KNHiz9zXWVnWew,,,,,,,anonymous,EN,1,62b674f342eb19fc64ed0646,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,,R_3KNHiz9zXWVnWew,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-22 16:57:30,2023-09-22 16:58:28,8,174.85.174.37,3,58,0,2023-09-29 16:58:31,R_1g0Kb9gvAmeQRub,,,,,,,anonymous,EN,1,63d13c066352266a8621cc2a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,96,R_1g0Kb9gvAmeQRub,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,null,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-22 17:00:38,2023-09-22 17:11:55,0,76.134.27.29,3,677,0,2023-09-29 17:12:02,R_8uzzrSn4YIgqLgR,,,,,,,anonymous,EN,1,63403b47287756c1978d2985,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,97,R_8uzzrSn4YIgqLgR,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-22 17:08:29,2023-09-22 17:16:08,0,73.6.21.15,3,459,0,2023-09-29 17:16:09,R_6XuGV3wfK93YPTP,,,,,,,anonymous,EN,1,63e52250d3c1483ed7be8ed8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,98,R_6XuGV3wfK93YPTP,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,null,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-22 17:11:29,2023-09-22 17:24:37,0,72.178.163.236,3,788,0,2023-09-29 17:24:42,R_1r8P2i0wQ65fHaA,,,,,,,anonymous,EN,1,5f35a7bf2d5fa01a8f08bbfb,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,98,R_1r8P2i0wQ65fHaA,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,null,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-22 17:04:52,2023-09-22 17:29:09,0,174.82.142.138,3,1456,0,2023-09-29 17:29:09,R_BPMD6hCYcZBQZPz,,,,,,,anonymous,EN,1,605a61833c69e6bf7a623dc3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,97,R_BPMD6hCYcZBQZPz,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-22 17:35:55,2023-09-22 17:36:07,0,216.186.173.137,2,11,0,2023-09-29 17:36:08,R_3ezCSzXOgtZQKFe,,,,,,,anonymous,EN,1,62b674f342eb19fc64ed0646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,,R_3ezCSzXOgtZQKFe,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-22 17:32:07,2023-09-22 17:39:52,0,173.207.154.120,3,464,0,2023-09-29 17:39:53,R_XiEaOTig7q4nst3,,,,,,,anonymous,EN,1,5f0c7ea47cf1495f4587f741,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,98,R_XiEaOTig7q4nst3,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-22 16:32:53,2023-09-22 22:28:39,0,70.115.119.57,3,21345,0,2023-09-29 22:28:41,R_1NaG9xUDhw3ZzQM,,,,,,,anonymous,EN,1,57f2b5b82a1c2a0001ab0562,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,92,R_1NaG9xUDhw3ZzQM,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-22 18:10:50,2023-09-23 05:47:34,0,76.32.91.13,3,41803,0,2023-09-30 05:47:35,R_Aj2OpB1KyYE8xMt,,,,,,,anonymous,EN,1,6100652c5329da76a962cdb3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,100,R_Aj2OpB1KyYE8xMt,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,null,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-23 08:40:50,2023-09-23 09:08:36,0,172.58.127.218,3,1665,0,2023-09-30 09:08:39,R_RUZukSw38sQAMHT,,,,,,,anonymous,EN,1,64d8eef7c43670f796212258,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,100,R_RUZukSw38sQAMHT,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,null,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-23 09:08:50,2023-09-23 09:57:39,0,172.58.127.218,3,2928,0,2023-09-30 09:57:40,R_21c791f4zcA3tqs,,,,,,,anonymous,EN,1,64d8eef7c43670f796212258,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,102,R_21c791f4zcA3tqs,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,null,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-23 19:08:32,2023-09-23 19:09:24,0,63.160.189.163,3,52,0,2023-09-30 19:09:26,R_umfWfUZb7GcYmlP,,,,,,,anonymous,EN,1,646d3710dea5554a4b83d2a2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,,R_umfWfUZb7GcYmlP,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-25 11:49:37,2023-09-25 11:56:42,0,208.194.217.158,3,425,0,2023-10-02 11:56:45,R_2SHvPd9DAJ0sTn7,,,,,,,anonymous,EN,1,62b0cd459238d178b6300581,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,105,R_2SHvPd9DAJ0sTn7,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,null,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-25 11:56:41,2023-09-25 12:07:13,8,208.194.217.158,3,631,0,2023-10-02 12:07:13,R_2to1hjQVOrL3tIY,,,,,,,anonymous,EN,1,62b0cd459238d178b6300581,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,106,R_2to1hjQVOrL3tIY,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-25 12:07:42,2023-09-25 12:14:07,0,173.15.85.229,3,384,0,2023-10-02 12:14:09,R_1cV2rkmGJ1oonjI,,,,,,,anonymous,EN,1,598e325033481c000164d2aa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,104,R_1cV2rkmGJ1oonjI,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,null,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-25 15:08:04,2023-09-25 15:17:26,0,96.235.37.44,3,562,0,2023-10-02 15:17:28,R_1QA573B6P4yfm8R,,,,,,,anonymous,EN,1,63a4af8f8b8722876fa88952,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,105,R_1QA573B6P4yfm8R,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,null,300,,,no,yes,,,,,,,,,,,,,,,,
2023-09-26 17:52:17,2023-09-26 17:53:16,0,97.131.180.62,1,59,0,2023-10-03 17:53:22,R_1FEdY1aQYqXqqfC,,,,,,,anonymous,EN,1,5e2f5b28129198070e2996db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,,R_1FEdY1aQYqXqqfC,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,,300,,,no,yes,,,,,,,,,,,,,,,,
2023-10-04 16:03:50,2023-10-04 16:13:44,0,73.83.28.187,100,593,1,2023-10-04 16:13:45,R_1igsLZ464KL355Y,,,,,47.2565,-122.4421,anonymous,EN,1,63c657d8e7734108a9b52587,1,0,0,517.078,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,104,R_1igsLZ464KL355Y,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,,,
2023-10-10 16:00:18,2023-10-10 16:08:38,0,71.47.100.231,100,500,1,2023-10-10 16:08:39,R_28YT8DznYFrPMSl,,,,,28.1885,-81.2695,anonymous,EN,1,646ff124ef129159bf5f08f7,1,0,0,7.231,0,0,0,3.107,0,30,0,0,17.727,0,,,,,,,7,7,6,1,1,1,0,0,21.291,0,2,2,684,89,Region #2,17,3,0,0,6.937,0,0,0,14.19,0,0,0,25.009,0,1,10.483,10.483,15.99,1,1,1,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,to see if people are willing to take responsibility for a decision rather than farm it out,2,the responses were too robotic,4,,1,,,27,1,,"4,7",,6,1,1,6392NwKkvp,MoHi_Study2,,108,R_28YT8DznYFrPMSl,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player4-Republican: I felt like it was hard to estimate the number since they were different sizes.
<br>Player2-Republican: looked like swiss cheese
<br>Player3-Democrat: I guess we are all underestimaters 
<br>Player1-Democrat: I'm not very good at estimating numbers of things, so I thought it was kind of hard.
<br>Player2-Republican: oh no I overestimate
<br>",,chatLog,,,,OVERESTIMATOR,FL_32
2023-10-10 16:00:06,2023-10-10 16:08:56,0,199.73.152.191,100,530,1,2023-10-10 16:08:57,R_3kLAfTwq4YOF1JT,,,,,30.4908,-84.3158,anonymous,EN,1,62f13dc95cf68f5d1182f495,1,0,0,38.367,0,0,0,3.005,0,53,0,0,40.239,0,7,6,6,1,1,1,,,,,,,0,0,21.994,0,1,4,618,156,Region #2,15,3,0,0,7.364,0,11.249,11.896,12.783,2,0,0,25.007,0,,,,,,,,,,,,,,,2,2,10,,,,,,0,0,45.01,0,,,,,,,,,How people feel about someone from an opposing political party assigning them a less cushy job,1,,1,,1,,,19,1,,7,,1,1,1,6392NwKkvp,MoHi_Study2,,105,R_3kLAfTwq4YOF1JT,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: Was it hard to estimate?
<br>Player4-Republican: Hello
<br>Player2-Republican: I over estimated
<br>Player3-Democrat: how many dots did you report?
<br>Player1-Democrat: Same
<br>Player1-Democrat: 53, but we apparently all got different pictures
<br>Player4-Republican: I've been an underestimater all my life
<br>Player3-Democrat: oh OK. I said 80, was labeled underestimator
<br>Player2-Republican: lol player 4
<br>Player2-Republican: I said 50
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,,OVERESTIMATOR,FL_56
2023-10-10 16:00:20,2023-10-10 16:08:58,0,73.12.162.30,100,517,1,2023-10-10 16:08:58,R_12RthEjbhjfdmhY,,,,,39.1252,-121.6589,anonymous,EN,1,5dcf0b7cffc3d8063f916612,1,0,0,46.015,0,0,0,3.205,0,75,0,0,19.279,0,6,6,5,3,3,3,,,,,,,0,0,22.525,0,1,4,230,78,Region #1,16,3,0,0,7.872,0,11.603,12.131,12.469,2,0,0,25.206,0,,,,,,,,,,,,,,,2,6,10,No,,,,,,,,,,,,,0,0,45.004,0,To see how people would feel if a political opponent picked a longer set of tasks for them,1,,1,,1,,No,22,1,,7,,2,1,1,6392NwKkvp,MoHi_Study2,,108,R_12RthEjbhjfdmhY,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player4-Republican: I felt like it was hard to estimate the number since they were different sizes.
<br>Player2-Republican: looked like swiss cheese
<br>Player3-Democrat: I guess we are all underestimaters 
<br>Player1-Democrat: I'm not very good at estimating numbers of things, so I thought it was kind of hard.
<br>Player2-Republican: oh no I overestimate
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,,UNDERESTIMATOR,FL_56
2023-10-10 16:00:43,2023-10-10 16:08:59,0,67.202.155.80,100,496,1,2023-10-10 16:09:00,R_2TRIT8Rxk3oX1Yl,,,,,36.1549,-116.0177,anonymous,EN,1,5bdfb648484288000130dad0,1,0,0,35.212,0,0,0,3.022,0,52,0,0,11.627,0,,,,,,,7,7,7,1,1,1,15.82,15.82,21.633,1,1,4,695,78,Region #2,16,3,0,0,7.6,0,0,0,15.064,0,0,0,25.111,0,1,5.916,15.622,16.37,2,1,1,4,10,No.,,,,,,,,,,,,,,,,,,,,,,,,,Seeing how people make choices.,1,,4,,1,,No.,23,1,,7,,7,1,1,6392NwKkvp,MoHi_Study2,,109,R_2TRIT8Rxk3oX1Yl,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player4-Republican: Hey guys!
<br>Player1-Democrat: Hi
<br>Player3-Democrat: Hi!
<br>Player2-Republican: hi
<br>Player4-Republican: I got overestimator! What about yall?
<br>Player3-Democrat: I didn't think it was a hard task, but quickly took a glance and threw out a number
<br>Player2-Republican: apparently I am an overestimater
<br>Player3-Democrat: how about you guys?
<br>Player1-Democrat: I'm an underestimater
<br>Player3-Democrat: me too
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,,OVERESTIMATOR,FL_32
2023-10-10 16:00:07,2023-10-10 16:09:14,0,24.61.185.77,100,546,1,2023-10-10 16:09:14,R_2qyHpu8pTe4Q22f,,,,,42.3737,-71.1284,anonymous,EN,1,58d876b14240e50001190090,1,0,0,89.275,0,0,0,3.012,0,80,0,0,0.501,0,5,5,5,1,1,1,,,,,,,0,0,21.271,0,4,4,,,,14,3,0,0,7.47,0,0,0,11.975,0,0,0,25.013,0,,,,,,,,,,,43.625,43.625,45.008,1,2,4,8,,,,,,,,,,,,,,,,,,trust in those from different political parties,1,,2,"There were no tasks to perform. ",1,,,44,1,,7,,1,1,1,6392NwKkvp,MoHi_Study2,,105,R_2qyHpu8pTe4Q22f,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: Was it hard to estimate?
<br>Player4-Republican: Hello
<br>Player2-Republican: I over estimated
<br>Player3-Democrat: how many dots did you report?
<br>Player1-Democrat: Same
<br>Player1-Democrat: 53, but we apparently all got different pictures
<br>Player4-Republican: I've been an underestimater all my life
<br>Player3-Democrat: oh OK. I said 80, was labeled underestimator
<br>Player2-Republican: lol player 4
<br>Player2-Republican: I said 50
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,,UNDERESTIMATOR,FL_34
2023-10-10 16:02:19,2023-10-10 16:09:38,0,96.232.101.80,100,438,1,2023-10-10 16:09:39,R_1I6le81Cbd3Qlaq,,,,,40.7849,-73.6391,anonymous,EN,1,63b5eb0ec316229203f1ddae,1,290.778,355.299,358.791,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,115,R_1I6le81Cbd3Qlaq,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,,,
2023-10-10 16:00:37,2023-10-10 16:09:41,0,69.250.86.138,100,543,1,2023-10-10 16:09:42,R_1lntqD2T2yfurxC,,,,,39.5693,-76.9869,anonymous,EN,1,5bda12b600c1c4000155cb87,1,0,0,7.345,0,0,0,3.021,0,100,0,0,9.505,0,,,,,,,6,6,6,1,1,1,0,0,21.36,0,1,1,794,351,Region #2,16,3,0,0,9.881,0,0,0,15.574,0,0,0,25.011,0,,,,,,,,,,,,,,,2,4,8,no,,,,,0,0,45.113,0,,,,,,,,,I am not sure.,1,,2,It seemed to move quickly.,1,,no,26,2,,7,,6,1,1,6392NwKkvp,MoHi_Study2,,109,R_1lntqD2T2yfurxC,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player4-Republican: Hey guys!
<br>Player1-Democrat: Hi
<br>Player3-Democrat: Hi!
<br>Player2-Republican: hi
<br>Player4-Republican: I got overestimator! What about yall?
<br>Player3-Democrat: I didn't think it was a hard task, but quickly took a glance and threw out a number
<br>Player2-Republican: apparently I am an overestimater
<br>Player3-Democrat: how about you guys?
<br>Player1-Democrat: I'm an underestimater
<br>Player3-Democrat: me too
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,,OVERESTIMATOR,FL_55
2023-10-10 16:01:51,2023-10-10 16:09:52,0,173.95.148.181,100,481,1,2023-10-10 16:09:53,R_24AFThIiHwSJf2P,,,,,35.9825,-78.5376,anonymous,EN,1,61222038c2048b50449284a1,1,33.66,33.66,138.145,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,115,R_24AFThIiHwSJf2P,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,,,
2023-10-10 16:04:48,2023-10-10 16:09:54,0,73.240.78.255,100,305,1,2023-10-10 16:09:55,R_2Pk8LQkLfSJBoEV,,,,,45.3716,-122.7656,anonymous,EN,1,581d50e882c5aa000132ce4f,1,0,0,247.816,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,116,R_2Pk8LQkLfSJBoEV,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,,,
2023-10-10 16:03:04,2023-10-10 16:09:55,0,96.231.168.154,100,411,1,2023-10-10 16:09:57,R_27BfxuhTFQnT5E8,,,,,39.1063,-76.866,anonymous,EN,1,57dab7f721d77800018e42fe,1,15.188,297.271,345.221,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,116,R_27BfxuhTFQnT5E8,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,,,
