StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q9,Q138,Q139,Q140,Q141,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q94,Q95,Q129,Q96,Q128,Q131,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,timeOutLog,maxWaitTime,botMatch,matchAlert,id,participantRole,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2022-06-06 11:06:20,2022-06-06 11:06:20,2,,100,0,1,2022-06-06 11:06:21,R_42RIU8r3EwdEFa6,,,,,40.7359,-73.9904,test,,1,3,8,6,7,9.4,9.79,9.8,14,"Justo lectus ullamcorper et natoque odio quis commodo ridiculus egestas culpa sagittis, leo, scelerisque primis.",3.49,5.63,3.57,0,4.35,5.22,4.67,41,5.06,6.62,5.98,12,1,3,518,360,Region #2,15,7,6.45,9.53,9.1,29,7.23,7.58,8.98,24,,,,,,,,,,,,,,,3,5,1,Posuere viverra cras montes donec ullamcorper! Nulla elementum luctus risus eu ligula risus.,,,,,,,,,,,,,,,,,"Primis rutrum turpis atque, aliquam culpa phasellus accusamus? Massa auctor amet phasellus.",1,,2,Culpa commodo malesuada id facilisi nonummy culpa sem vitae rutrum ab nullam arcu cras facilisis.,Lacus montes eros. Suspendisse mattis velit neque non cursus dapibus montes.,2,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:21,2022-06-06 11:06:21,2,,100,0,1,2022-06-06 11:06:21,R_a9IkyngO6nWFGDk,,,,,40.7359,-73.9904,test,,1,3,6,5,7,1.85,4.97,8.4,19,In. Risus cursus cursus vulputate posuere imperdiet eleifend tincidunt mi.,6.91,9.86,9.47,48,4.98,5.19,8.66,28,5.01,7.36,8.31,4,1,4,375,434,Region #1,17,8,4.55,7.56,5.71,22,5.18,8.89,9.87,46,,,,,,,,,,,,,,,1,5,1,Tempus porttitor volutpat felis nec iaculis tempora! Posuere eleifend enim. Ante platea.,,,,,,,,,,,,,,,,,Morbi dignissim convallis dapibus culpa maecenas viverra quis nec cursus.,1,,1,,Convallis ridiculus accusamus fusce? Curabitur gravida mi malesuada mauris? Integer laoreet vivamus luctus risus duis.,2,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:21,2022-06-06 11:06:21,2,,100,0,1,2022-06-06 11:06:21,R_8qZbGk0pMqQXD3E,,,,,40.7359,-73.9904,test,,2,3,7,4,8,3.3,3.85,4.73,43,In primis porta volutpat. Augue morbi phasellus convallis maecenas euismod cras morbi.,6.29,9.9,7.84,50,5,7.84,8.86,40,3.12,5.32,5.74,7,5,1,418,305,Region #1,15,9,9.56,9.72,9.91,46,9.64,9.87,9.7,14,1,6.7,9.59,9.93,39,2,1,1,1,"Per luctus sit ultrices laoreet, elit lorem augue enim dapibus ultricies sapien.",,,,,,,,,,,,,,,,,,,,,,,,,"Accusamus? Sit aliquam risus at, purus nunc sem sit vehicula? Facilisi, per.",2,Cras atque laoreet! Aenean cras? Eu quis ante primis scelerisque accusamus.,2,Pharetra etiam rutrum. Orci! Commodo venenatis neque dignissim sagittis in. Pharetra sollicitudin montes? Auctor phasellus.,Montes ullamcorper pharetra porta dictumst tempor molestie tortor odio fusce. Rutrum convallis consequat nulla.,2,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:21,2022-06-06 11:06:21,2,,100,0,1,2022-06-06 11:06:21,R_1zTnmItCQgAQAce,,,,,40.7359,-73.9904,test,,1,3,8,5,8,0.19,6.74,6.72,42,"Vulputate aenean ipsum volutpat, ac sagittis fusce in, blandit odio facilisi ullamcorper et leo atque.",6.04,8.75,6.53,47,8.8,9.92,9.78,37,9.14,9.2,9.89,20,4,2,514,172,Region #2,18,5,9.19,9.57,9.3,39,0.51,3.96,6.5,21,,,,,,,,,,,8.25,9.06,9.44,47,2,3,4,Gravida lorem dapibus id venenatis duis tempor mattis amet eros nullam ante pretium. Potenti tempus.,,,,,,,,,,,,,,,,,Volutpat! Auctor! Nibh orci elit nibh gravida vitae luctus venenatis ab vulputate viverra nunc.,1,,2,Porta dictumst dignissim? Tempor consectetuer? Atque phasellus quam ridiculus vitae.,Atque dapibus. Lacus? Et at rhoncus sagittis neque eget scelerisque ab purus mi.,2,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:21,2022-06-06 11:06:21,2,,100,0,1,2022-06-06 11:06:21,R_6m0Xl7eJ3ghWtOm,,,,,40.7359,-73.9904,test,,1,3,5,5,6,0.02,2.83,0.27,28,"Vel eleifend lacus. Enim? Ligula! Nullam dui rhoncus, quis etiam. Aliquet commodo amet tempora.",8.02,8.22,8.03,31,6,6.98,7.62,21,4.46,9.3,8.32,26,4,1,516,22,Region #2,14,2,8.62,9.49,9.22,21,0.39,2.45,1.41,37,,,,,,,,,,,2.56,3.93,9.34,14,2,5,4,Accusamus quis porttitor aliquam consequat non magnis mi dapibus! Volutpat consectetuer.,,,,,,,,,,,,,,,,,Lacus! Accumsan euismod mauris magna sagittis convallis vivamus euismod? Vulputate at molestie scelerisque per tempor.,2,"Ultrices, platea! Sed rutrum per aliquet felis primis sollicitudin sem? Rutrum vel posuere facilisis aenean.",1,,Vitae quam. Sapien pede. Dictumst proin. Erat phasellus montes felis at dui! Mattis.,1,1,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:21,2022-06-06 11:06:21,2,,100,0,1,2022-06-06 11:06:21,R_5tcTuuwIakCiCA6,,,,,40.7359,-73.9904,test,,1,3,4,7,5,1.01,3.35,2.27,33,"Elit nibh blandit velit, quis, luctus potenti venenatis pellentesque. Tempor. Mauris curabitur at. Eget.",7.65,7.7,9.35,7,2.43,7.75,5.98,25,9.15,9.5,9.3,8,2,3,939,14,Other,18,9,4.9,8.45,8.54,2,7.66,9.12,9.15,38,,,,,,,,,,,,,,,2,5,7,Erat mauris quis egestas facilisis ac pharetra ligula ipsum augue urna.,,,,,,,,,,,,,,,,,Commodo justo pellentesque accumsan magnis. Ipsum aliquet natoque dolor nibh.,2,Dolor malesuada rutrum. Convallis. Dui vivamus sapien wisi dignissim gravida duis nullam. Arcu ultrices mattis.,1,,Rhoncus lacus volutpat tortor. Culpa natoque proin pharetra nibh vitae cras.,1,1,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:21,2022-06-06 11:06:22,2,,100,1,1,2022-06-06 11:06:22,R_cOqU2dVAXh9mslw,,,,,40.7359,-73.9904,test,,2,2,7,6,4,1.69,2.76,6.28,40,"Venenatis. Molestie lectus vestibulum? Sit. Temporibus! Augue! Platea, mattis massa.",9.03,9.08,9.73,45,0.14,3.72,3.56,42,7.31,9.21,9.15,4,2,2,492,156,Region #2,17,8,7.47,8.59,9.53,42,2.1,9.14,7.64,14,,,,,,,,,,,,,,,1,5,10,Ligula sagittis? Vitae ultricies bibendum dolorem tempus neque rutrum nullam. In rutrum ante. Scelerisque.,,,,,0.29,3.31,5.63,23,,,,,,,,,Maecenas etiam. Faucibus turpis ullamcorper blandit fermentum sem non arcu viverra. Porta luctus turpis.,1,,2,Consectetuer. Rhoncus ridiculus ipsum vitae etiam. Convallis placerat dictumst accumsan mi vestibulum sodales turpis.,"Primis ac vestibulum dictumst! Posuere ut quam dictumst aenean ultrices interdum fusce, placerat luctus.",1,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,Player2-Republican,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:22,2022-06-06 11:06:22,2,,100,0,1,2022-06-06 11:06:22,R_1ZK3zNb7dKtBJZ4,,,,,40.7359,-73.9904,test,,1,3,5,5,5,9.73,9.91,9.89,3,Auctor pretium tempor. Consequat nonummy suscipit eget porttitor mauris suscipit? Pede vestibulum dapibus ut.,4.99,8.12,6.56,28,9.42,9.78,9.45,3,4.71,6.96,7.26,15,5,4,245,46,Region #1,16,5,2.81,9.29,9.41,31,8.51,9.02,9.93,48,1,1.65,4.4,7.96,15,1,1,5,8,"Tellus etiam wisi ridiculus atque auctor non natoque, nonummy felis, lorem posuere.",,,,,,,,,,,,,,,,,,,,,,,,,Magnis vel viverra lectus dolor duis faucibus viverra curabitur. Culpa eleifend.,2,"Sapien id ultrices, nullam euismod morbi ridiculus consectetuer. Ultricies! Atque platea sem.",2,Dignissim dolorem facilisis quis natoque ipsum per ac tempora dolor fermentum non.,"Posuere sapien. Felis dictumst suscipit ultricies vitae nullam rhoncus, ligula mi pellentesque. Sodales.",1,1,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:22,2022-06-06 11:06:22,2,,100,0,1,2022-06-06 11:06:22,R_5dNFBeBI1NKJnG6,,,,,40.7359,-73.9904,test,,2,1,8,6,7,1.29,3.32,8.79,9,Ullamcorper ultrices eu wisi porta sagittis facilisis ullamcorper mauris pharetra ut.,9.83,9.97,9.84,22,8.04,8.95,8.22,18,6.6,9.18,9.43,0,4,5,662,8,Other,18,1,5.1,9.6,8.31,33,8.28,8.5,9.62,37,,,,,,,,,,,,,,,2,4,7,Diam commodo malesuada malesuada viverra risus viverra in mattis morbi.,,,,,,,,,,,,,5.99,7.53,9.8,45,Nec! Volutpat tellus mi. Vivamus. Vel vivamus dolorem. Convallis vitae.,2,Cursus! Primis sem lacus metus posuere ante orci tellus. Vivamus porta.,1,,Eget! Etiam velit dignissim. Magna phasellus faucibus ab a curabitur.,2,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,Player1-Democrat,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:22,2022-06-06 11:06:22,2,,100,0,1,2022-06-06 11:06:22,R_eRQgZzE4Uripxf8,,,,,40.7359,-73.9904,test,,2,3,6,8,4,6.44,9.1,9.77,43,"Ut. Erat imperdiet faucibus vulputate, laoreet felis pede morbi ac nec? Leo primis euismod.",8.83,9.84,8.99,9,3.38,4.25,3.93,45,1.19,5.33,2.12,25,5,4,896,378,Region #2,15,9,9.28,9.91,9.33,36,6.99,9.99,8.59,15,,,,,,,,,,,,,,,3,2,2,"Felis, suspendisse commodo rhoncus ante facilisis dolor ut proin et posuere malesuada.",,,,,,,,,,,,,,,,,"Magnis nonummy leo, commodo. Tempus luctus. Mattis? Per. Etiam! Faucibus diam.",1,,1,,"Sem, dui dolorem sed enim luctus, ridiculus fermentum metus lorem justo! Atque potenti nunc.",2,1,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:22,2022-06-06 11:06:23,2,,100,1,1,2022-06-06 11:06:23,R_9S4DPpq0FUL5pA2,,,,,40.7359,-73.9904,test,,2,2,6,4,6,5.51,6.58,9.69,24,"Malesuada fermentum metus dictumst velit curabitur consectetuer, rutrum diam tincidunt vel.",5.75,7.03,8.78,4,4.21,6.94,7.19,14,4.29,5.96,5.39,28,5,1,36,431,Region #1,16,8,1.82,7.35,4.35,35,2.12,8.32,6.47,25,,,,,,,,,,,3.61,3.98,8.6,35,2,7,8,Dictumst sed aliquet rhoncus egestas felis urna dolor sagittis nullam.,,,,,,,,,,,,,,,,,Amet phasellus elementum dui diam platea facilisi porta quis tempus! Ultricies.,2,Tempor. Venenatis aliquet sapien enim et et diam auctor blandit ut dictumst.,2,Nec elementum dui tempor leo lectus pharetra. Ridiculus rutrum placerat augue id praesent primis atque.,Vel. Ut? Praesent. Facilisis dui nullam pretium auctor duis accumsan pharetra enim orci.,1,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,Player2-Republican,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:23,2022-06-06 11:06:23,2,,100,0,1,2022-06-06 11:06:23,R_3LbMyA9OQIWOhGC,,,,,40.7359,-73.9904,test,,1,2,4,7,4,5.95,8.32,7.51,25,"Commodo in dignissim phasellus? Ridiculus vel potenti nullam cursus molestie, temporibus, massa.",7.53,8.11,9.44,26,7.49,8.52,7.63,19,3.12,7.71,5.69,20,4,1,450,360,Region #1,14,5,4.88,4.9,9.93,17,7.85,8.46,9.53,23,2,7.8,8.71,8.44,44,,1,5,3,Wisi ante! Leo magna. Vestibulum fermentum orci orci massa lacus tempora.,,,,,,,,,,,,,,,,,,,,,,,,,In scelerisque interdum dolorem. Ridiculus non tempus nec mi leo.,1,,2,"Proin dolorem sollicitudin amet nunc sed, augue potenti tempus commodo aliquet commodo fringilla.",Scelerisque accumsan accumsan dolorem pretium consectetuer. Laoreet aliquet nec dolorem dapibus facilisi ante eget aenean.,1,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,Player2-Republican,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:23,2022-06-06 11:06:23,2,,100,0,1,2022-06-06 11:06:23,R_8GGFeZzTdH1Grvo,,,,,40.7359,-73.9904,test,,2,1,7,5,4,5.89,9.7,6.07,18,Morbi nulla dignissim quis pretium! Porttitor. Enim tellus elementum? Dictumst phasellus.,7.8,8.15,8.59,4,8.18,8.85,8.41,29,7.02,8.37,7.63,12,1,5,386,453,Region #1,14,5,0.28,0.7,0.77,3,8.11,9.61,9.38,49,1,0.59,5.97,5.66,42,1,2,7,5,Morbi. Venenatis ligula egestas sapien morbi praesent auctor orci bibendum neque fusce natoque sed massa.,,,,,,,,,,,,,,,,,,,,,,,,,Mauris sodales? Magna per laoreet tempor tellus mauris commodo accusamus? Magna. Laoreet ultrices ac.,1,,1,,"Non. Pharetra cras, massa nibh sed, quam leo atque neque justo.",2,1,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,Player3-Democrat,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:23,2022-06-06 11:06:23,2,,100,0,1,2022-06-06 11:06:23,R_9Xl3M9zeaRTJOuO,,,,,40.7359,-73.9904,test,,2,2,4,6,6,4.7,6.86,5.55,36,Ligula cras venenatis placerat. Etiam maecenas euismod? Blandit pellentesque tincidunt ridiculus id euismod. Neque. Orci.,3.85,7.26,5.54,21,4.86,6.49,8.88,30,9.31,9.75,9.74,17,2,2,67,212,Region #1,15,9,3.2,4.22,4.44,8,9.35,9.51,9.37,30,,,,,,,,,,,,,,,1,2,4,"Ullamcorper, fermentum potenti at morbi suspendisse maecenas consectetuer suscipit, euismod pharetra.",,,,,,,,,,,,,5.1,5.63,5.41,24,Morbi volutpat facilisi metus fermentum at laoreet. Nec ipsum ac.,2,Felis tempus ac dignissim! Consequat sit rhoncus ab donec phasellus nullam leo elementum. Vivamus! Tellus.,2,Elit rhoncus ante sapien mi tempus. Culpa odio facilisis. Eu.,Dignissim primis platea nulla praesent sed ut montes interdum! Velit. Ridiculus magna culpa.,1,1,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,Player4-Republican,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:23,2022-06-06 11:06:23,2,,100,0,1,2022-06-06 11:06:23,R_4Ub6FbCjnEo7AJE,,,,,40.7359,-73.9904,test,,2,3,7,4,6,4.94,5.62,5.62,21,Ligula elementum ac ac? Dapibus ultricies? Venenatis fusce. Viverra ullamcorper magnis posuere cursus.,3.95,8.68,9.23,5,9.11,9.2,9.7,24,3.31,3.54,5.83,12,4,4,517,137,Region #2,15,6,1.89,6.83,4.09,28,1.19,7.92,6.41,7,,,,,,,,,,,1.65,5.56,2.44,34,1,2,1,Orci turpis dui ultricies felis imperdiet platea ultricies? Scelerisque. Est dapibus tincidunt.,,,,,,,,,,,,,,,,,Elit morbi et posuere! Et interdum wisi felis neque tincidunt.,2,"Mi tortor rutrum diam morbi risus! Vel eros. Sollicitudin. Suscipit, nullam.",1,,Primis auctor. Blandit magnis. Consequat dignissim. Ipsum vestibulum? Vivamus elit dapibus.,2,1,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:24,2022-06-06 11:06:24,2,,100,0,1,2022-06-06 11:06:24,R_0TwHsWim0qoV7n0,,,,,40.7359,-73.9904,test,,2,2,7,6,6,4.95,6.72,9.18,13,Quis. Luctus eu id. Metus. Nonummy turpis mauris platea rutrum consectetuer viverra blandit.,6.91,7.29,7.39,1,9.13,9.13,9.28,5,4.17,9.58,6.22,44,1,2,90,240,Region #1,14,2,5.65,5.89,7.88,6,6.79,9.44,8.84,33,,,,,,,,,,,,,,,3,5,2,Suscipit lacus. Praesent mauris culpa vehicula. Quis convallis tempor duis. Fermentum.,3.31,6.36,5.46,31,,,,,,,,,,,,,Cursus dolor lectus sem ac blandit tortor ullamcorper vestibulum interdum.,1,,2,Praesent imperdiet scelerisque morbi molestie cursus primis mauris tellus. Tortor. Integer? Pretium consectetuer. Interdum.,"Wisi sollicitudin platea. Auctor sodales per, porttitor vulputate? Diam sem.",2,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,Player4-Republican,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:24,2022-06-06 11:06:24,2,,100,0,1,2022-06-06 11:06:24,R_5ubctFU8Alz2F4a,,,,,40.7359,-73.9904,test,,1,1,5,7,6,5.2,6.23,7.9,2,Tempor vulputate odio porttitor nibh eu nibh luctus mi faucibus.,6.08,6.87,9.28,38,8.24,8.42,8.62,45,0.82,2.64,8.25,32,5,3,932,424,Other,18,5,1.25,6.06,3.25,21,2.83,2.96,9.6,41,,,,,,,,,,,0.86,4.87,2.25,0,2,5,1,Imperdiet? Turpis magna nullam lacus dictumst duis accumsan atque aliquet vehicula. Cursus.,,,,,,,,,,,,,,,,,Nonummy tortor ultrices temporibus ultricies! Facilisis pede accusamus ipsum donec.,2,"Nulla. Laoreet, platea pede. Ligula lectus dapibus eget eu lorem auctor placerat ultricies suspendisse posuere.",2,Arcu? Tortor! Per amet duis! Curabitur. Cursus velit ut suscipit massa. Eros enim non.,Vehicula etiam risus. Vel nec posuere nonummy magna. Ab eget mauris. Vel.,1,1,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,Player3-Democrat,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:24,2022-06-06 11:06:24,2,,100,0,1,2022-06-06 11:06:24,R_0fbxEg0CFhWSe7I,,,,,40.7359,-73.9904,test,,1,3,8,6,5,7.48,8.03,7.69,48,"Sed vivamus volutpat fusce auctor justo magnis vehicula pede, phasellus elementum pellentesque.",9.83,9.95,9.98,43,4.15,7.85,7.85,38,6.71,8.71,7.89,43,5,2,239,202,Region #1,18,6,2.7,7.54,2.81,29,4.52,8.74,8.76,36,1,5.81,8.22,9.48,32,2,1,2,2,"Montes sed, neque? Iaculis potenti ab sed faucibus bibendum nunc.",,,,,,,,,,,,,,,,,,,,,,,,,Sed sem viverra non? Lectus aliquet arcu vel. Nec arcu orci in.,2,Pharetra pretium odio? Phasellus nullam commodo pede dui? Quam culpa. Proin diam vulputate! Suscipit lorem.,2,Ab sodales faucibus pharetra! Pretium cursus etiam sagittis temporibus vehicula quam fermentum fusce facilisis rutrum.,Viverra! Orci magnis pede pellentesque. Nunc sem temporibus integer viverra nibh. Culpa.,2,1,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
2022-06-06 11:06:24,2022-06-06 11:06:25,2,,100,1,1,2022-06-06 11:06:25,R_cNHmtjDXT5ZFU8K,,,,,40.7359,-73.9904,test,,2,3,8,8,6,7.8,8.29,8.2,32,"Est lectus natoque nec auctor! Tempora, potenti sagittis ultrices. Fusce.",6.96,8.63,9.82,38,8.93,9.61,9.1,27,0.16,0.57,6.12,31,2,1,931,173,Other,18,1,6.87,7.98,7.66,4,6.86,8.82,7.49,38,,,,,,,,,,,,,,,3,6,7,Luctus neque ab. Nullam metus. Temporibus blandit dignissim felis integer? Phasellus fringilla.,,,,,,,,,,,,,,,,,Aliquam dolorem culpa montes cras primis mattis tempora consectetuer per malesuada iaculis. Iaculis odio erat.,1,,2,"Sit wisi diam suspendisse interdum rhoncus, mi vivamus wisi commodo ipsum gravida. Accumsan vulputate a.",Tortor. Consectetuer posuere? Wisi nulla interdum suscipit purus facilisi ultricies pharetra elementum. Ut accumsan.,2,2,6392NwKkvp,Study2_MoHi1,,,,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",,600,no,yes,,,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1,text,150,chatLog,900,400,Please take the next few minutes to chat with other participants about the dot task.
