StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q186,under_ingroup1,under_ingroup2,under_ingroup3,over_outgroup1,over_outgroup2,over_outgroup3,group_check,over_ingroup1,over_ingroup2,over_ingroup3,under_outgroup1,under_outgroup2,under_outgroup3,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2023-11-29 16:00:27,2023-11-29 16:16:50,0,104.220.26.239,100,982,1,2023-11-29 16:16:51,R_20YvR8Nmt93ZGtl,,,,,38.913,-121.0846,anonymous,EN,1,5f21aa55604e355bffa8d069,1,0,0,7.376,0,0,0,3.015,0,80,0,0,31.473,0,,,,,,,,1,16,16,12,16,16,12,0,0,22.38,0,5,5,407,234,Region #1,15,3,0,0,8.948,0,0,0,19.565,0,0,0,25.109,0,,,,,,,,,,,,,,,2,3,9,It feels slightly unfair to let another person choose what they get to do when some people don't get to.,,,,,,,,,0,0,15.118,0,,,,,To see how people reacted to certain situations when they believed they were talking or interacting with other people?,2,"The responses seemed a bit off. I don't think many people would seriously care if they were placed in the overestimated or underestimated group, at least enough to be a ""proud"" representer of one group.",2,"Because I thought that the chat was not real, I don't think that any other ""interaction"" with another player is real. I think it's suppose to be for the study.",1,,,17,2,,7,2,1,1,6392NwKkvp,MoHi_Study1,,18,R_20YvR8Nmt93ZGtl,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player2-Underestimator: Hello, proudly representing the underestimators here!
<br>Player4-Underestimator: It went by pretty fast - I am an underestimator
<br>Player3-Overestimator: I overestimated by a lot i think
<br>Player1-Overestimator: Overestimator here - I looked at one corner, saw 5 and then figured maybe 100 beause it went way too fast
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:00:10,2023-11-29 16:16:53,0,69.115.81.123,100,1002,1,2023-11-29 16:16:53,R_2SGj7MdXh6FSobM,,,,,40.9024,-74.7031,anonymous,EN,1,62740cf8e39eba1055ef571b,1,0,0,13.279,0,0,0,3.013,0,43,0,0,0.432,0,,,,,,,,1,18,18,14,13,13,9,0,0,36.615,0,4,5,408,49,Region #1,14,3,0,0,22.512,0,0,0,23.701,0,0,0,25.113,0,,,,,,,,,,,,,,,3,6,10,No.,,,,,,,,,0,0,15.124,0,,,,,To study participants' decision making and problem solving skills.,2,Chances are I'm chatting with AI agents.,2,It's a part of procedure the study was designed.,1,,No.,43,2,,2,4,1,1,6392NwKkvp,MoHi_Study1,,15,R_2SGj7MdXh6FSobM,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player4-Underestimator: It was kind of hard because some dots were big and some small and were all mixed together.
<br>Player2-Underestimator: I just took a section and estimated it then multiplied it out
<br>Player2-Underestimator: it was not easy
<br>Player1-Overestimator: it was okay in difficulty
<br>Player3-Overestimator: Hi. Are you a overestimate or underestimate?
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:02:47,2023-11-29 16:16:53,0,172.56.113.19,100,845,1,2023-11-29 16:16:53,R_1K6GPBmlwSYBwIe,,,,,41.8233,-71.441,anonymous,EN,1,5f084a7987a3fe028ff65b8a,1,0,0,26.163,0,0,0,3.006,0,42,0,0,67.517,0,,,,,,,,1,19,18,14,19,19,14,11.461,13.937,28.888,4,1,4,772,289,Region #2,18,3,0,0,19.181,0,0,0,19.921,0,0,0,26.757,0,1,9.82,9.82,16.176,1,1,2,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,34,2,,7,5,1,1,6392NwKkvp,MoHi_Study1,,31,R_1K6GPBmlwSYBwIe,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player4-Underestimator: hi
<br>Player2-Underestimator: hello
<br>Player4-Underestimator: what are we suppose to chat about
<br>Player2-Underestimator: Did you underestimate on purpose? I thought it was really hard to estimate
<br>Player1-Overestimator: hello
<br>Player2-Underestimator: lol, good question 4
<br> *** Player4-Underestimator has left the chat ***
<br>Player2-Underestimator: I dunno, I guessed 80 dots
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:03:19,2023-11-29 16:17:31,0,75.26.14.237,100,852,1,2023-11-29 16:17:32,R_2dSEuAluvcebkyO,,,,,35.7704,-78.6293,anonymous,EN,1,64527892acde0fbd392a41d6,1,0,0,8.605,0,0,0,3.112,0,78,0,0,5.621,0,,,,,,,,1,17,17,12,16,16,11,0,0,32.72,0,1,4,568,342,Region #2,15,3,0,0,14.761,0,0,0,30.239,0,0,0,25.008,0,,,,,,,,,,,,,,,2,5,9,Not at this time,0,0,15.008,0,,,,,,,,,,,,,"When give choice between longer and shorter tests for the same amount of money, how many will choose less time.",1,,2,I think all participants would have been given a choice if this was a real person.,1,,Interesting!!,57,2,,3,4,1,1,6392NwKkvp,MoHi_Study1,,28,R_2dSEuAluvcebkyO,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player4-Underestimator: Hi y'all!
<br>Player1-Overestimator: Hi Everyone
<br>Player2-Underestimator: how yall doin
<br>Player3-Overestimator: Hi!
<br>Player4-Underestimator: I'm doing well, thanks! Just sitting around looking at circles and dots
<br>Player3-Overestimator: How did you feel about your ability to estimate
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:00:33,2023-11-29 16:18:20,0,172.58.11.157,100,1067,1,2023-11-29 16:18:21,R_vMqU8uFMDDT6Jnr,,,,,44.9834,-93.2622,anonymous,EN,1,653d4d16b6d4d4f047567e34,1,0,0,16.526,0,0,0,3.008,0,125,0,0,0.443,0,,,,,,,,1,14,14,10,14,14,10,32.116,32.116,39.723,1,1,4,555,334,Region #2,14,3,0,0,11.316,0,26.27,26.27,27.075,1,0,0,25.117,0,,,,,,,,,,,,,,,2,6,8,"It smells a little fishy, like it might have all been pre-arranged as part of the survey, but hey, whatever.",,,,,,,,,0,0,15.109,0,,,,,I can think of no hypothesis that could be supported by the scant data collected by the survey in any way whatsoever.,2,"I didn't find it credible that someone would make a comment including the ""glass half full"" and ""glass half empty"" references.",2,The logistics of everyone of the 4 people coming to the same point in the survey at the same time seemed unnatural. I would have been more persuaded had there been a slightly longer wait at some point in the survey.,1,,,55,1,,"1,4,7",4,1,1,6392NwKkvp,MoHi_Study1,,20,R_vMqU8uFMDDT6Jnr,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player4-Underestimator: I've always been a glass half empty kind of guy
<br>Player2-Underestimator: I had a hard time estimating  because the dots were all sized differently.
<br>Player3-Overestimator: Hello, I am, apparently, an overestimator.
<br>Player1-Overestimator: and I'm usually more half full :)
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 15:59:42,2023-11-29 16:18:39,0,73.34.31.38,100,1137,1,2023-11-29 16:18:40,R_2TFw0RUnEGUVdi6,,,,,39.371,-104.859,anonymous,EN,1,5df3f24e6aab7c2cf8fe6cbe,1,0,0,12.582,0,0,0,3.008,0,100,0,0,0.454,0,2,16,16,12,16,16,12,,,,,,,,21.039,21.039,23.517,1,4,4,615,156,Region #2,17,3,0,0,16.34,0,0,0,29.235,0,0,0,25.106,0,1,27.75,27.75,29.262,1,1,2,4,9,no,,,,,,,,,,,,,,,,,,,,,,,,,to see the corelation between people inclined towards the green study & how they assign roles vs the red study,2,"because this is a controlled study and depending on participation or not, there was always going to be an automated ""real people"" option, therefore I'm not ruling out the posibility of the people being computer generated.  ",2,"Because the study is about behavioral adaptation, including adaptation to the rules we are given before answering any questions ",1,,no,40,1,,"1,3,7",1,1,1,6392NwKkvp,MoHi_Study1,,12,R_2TFw0RUnEGUVdi6,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player3-Overestimator: Well it was hard for me to estimate. How about you guys?
<br>Player4-Underestimator: Yep. I underestimated. 
<br>Player2-Underestimator: hey, I knew I undercounted hehe
<br>Player4-Underestimator: I panicked and tried to count.
<br>Player3-Overestimator: Overestimator here
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:01:40,2023-11-29 16:18:53,0,107.77.227.124,100,1032,1,2023-11-29 16:18:53,R_ABOu83PGNk1KhIR,,,,,34.0544,-118.2441,anonymous,EN,1,64413c375a0ded04a4e99a3f,1,0,0,17.927,0,0,0,3.115,0,80,0,0,0.696,0,2,16,16,12,16,16,12,,,,,,,,11.456,19.783,22.639,2,1,4,872,50,Region #2,16,3,8.997,9.614,12.798,2,44.669,79.397,80.785,4,0,0,25.016,0,1,23.18,23.18,24.241,1,1,3,4,8,no,,,,,,,,,,,,,,,,,,,,,,,,,"testing how people react to certain information, and whether people will pick a shorter or longer task",2,"It just seemed fake, and I am always a skeptic. ",2,I just assumed it's all controlled by researchers in the study.,1,,n/a,26,1,,7,3,1,1,6392NwKkvp,MoHi_Study1,,31,R_ABOu83PGNk1KhIR,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player4-Underestimator: hi
<br>Player2-Underestimator: hello
<br>Player4-Underestimator: what are we suppose to chat about
<br>Player2-Underestimator: Did you underestimate on purpose? I thought it was really hard to estimate
<br>Player1-Overestimator: hello
<br>Player2-Underestimator: lol, good question 4
<br> *** Player4-Underestimator has left the chat ***
<br>Player2-Underestimator: I dunno, I guessed 80 dots
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 15:59:53,2023-11-29 16:19:03,0,66.168.154.34,100,1150,1,2023-11-29 16:19:04,R_2eQ1EBaLqD0tpYw,,,,,36.5246,-87.3465,anonymous,EN,1,5c1976c90d57c30001b4162c,1,0,0,7.884,0,0,0,3.114,0,95,0,0,15.458,0,,,,,,,,1,19,16,9,16,16,9,18.033,45.811,47.006,2,1,4,575,357,Region #2,14,3,0,0,13.402,0,19.104,37.43,40.067,2,0,0,25.014,0,,,,,,,,,,,0,0,15.122,0,1,7,5,I think it's fair. I'm happy with it.,,,,,,,,,,,,,,,,,I can't think of anything except that maybe you wanted to know how fair the we thought assignment procedure was - especially if the participant chose the assignment they preferred.,1,,1,,1,,"I wasn't suspicious about others in the chat, etc. I believed what the instructions told me.",64,2,,7,6,1,1,6392NwKkvp,MoHi_Study1,,17,R_2eQ1EBaLqD0tpYw,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player2-Underestimator: hello
<br>Player1-Overestimator: hi
<br>Player3-Overestimator: Hello, I'm an overestimator!
<br>Player1-Overestimator: Hehe me too
<br>Player2-Underestimator: there was a wholeee bunch of dots on my picture so it was difficult to guess
<br>Player4-Underestimator: Hey,under estimator is here
<br>Player2-Underestimator: hundreds of em
<br>Player1-Overestimator: Same, I counted 9 big dots, as if that was a good way to estimate
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:07:53,2023-11-29 16:19:10,0,174.215.221.31,100,676,1,2023-11-29 16:19:10,R_6n9Xs5cAtyOB2Hn,,,,,42.1126,-75.9305,anonymous,EN,1,655b6a0d11066d07716ab0b5,1,0,0,7.221,0,0,0,3.008,0,35,0,0,44.349,0,2,16,16,10,16,16,10,,,,,,,,20.223,20.93,26.66,2,1,3,563,348,Region #2,15,3,0,0,47.312,0,0,0,21.778,0,0,0,25.007,0,,,,,,,,,,,,,,,2,2,10,,,,,,,,,,,,,,0,0,15.106,0,Whether people will choose to save themselves time to someone else's expense?,1,,1,,1,,,24,1,,7,4,1,1,6392NwKkvp,MoHi_Study1,,35,R_6n9Xs5cAtyOB2Hn,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: Hello
<br>Player2-Underestimator: HELLO
<br>",,chatLog,,,
2023-11-29 16:01:20,2023-11-29 16:19:20,0,148.75.243.71,100,1079,1,2023-11-29 16:19:20,R_3n7NQym1GaklqQ4,,,,,40.674,-73.9701,anonymous,EN,1,643edca8dcd599c6fba5e31b,1,6.39,6.39,15.676,1,0,0,3.136,0,100,0,0,30.685,0,2,15,15,9,15,15,9,,,,,,,,31.924,31.924,35.009,1,1,4,571,348,Region #2,15,3,0,0,21.504,0,6.28,24.775,26.202,3,0,0,25.023,0,,,,,,,,,,,,,,,3,2,10,No,,,,,,,,,0,0,15.02,0,,,,,I'm not sure,2,It just didn't feel like there were real people there. I think it was AI.,1,,1,,No,53,2,,3,5,1,1,6392NwKkvp,MoHi_Study1,,22,R_3n7NQym1GaklqQ4,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player1-Overestimator: Hello! :)
<br>Player4-Underestimator: Hello everyone
<br>Player1-Overestimator: That was kinda hard to estimate the correct amount since you couldn't look at it longer. 
<br>Player4-Underestimator: What tricks did you use to try to guess the number of dots? 
<br>Player2-Underestimator: Hi fellow underestimators, it's was difficult to guess
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 15:59:27,2023-11-29 16:19:35,0,76.29.91.154,100,1207,1,2023-11-29 16:19:35,R_OpnL3T9q7pjyMBb,,,,,42.216,-88.0771,anonymous,EN,1,652408b110c19343a504c45a,1,0,0,9.994,0,0,0,3.116,0,150,0,0,0.451,0,2,17,17,12,16,16,12,,,,,,,,0,0,63.672,0,1,5,101,339,Region #1,16,3,0,0,13.927,0,0,0,18.594,0,0,0,25.012,0,,,,,,,,,,,,,,,2,6,8,,,,,,,,,,0,0,15.008,0,,,,,Prove or disprove assumptions relating to choice,2,Their answers felt a little held too close to the vest.,2,It probably wouldn't make sense for me to think the selection 'person' was real when I already assumed the rest of the panel wasn't.,1,,It was clever.  I enjoyed it.,58,1,,7,2,1,1,6392NwKkvp,MoHi_Study1,,25,R_OpnL3T9q7pjyMBb,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player4-Underestimator: I really didn't think there were more than 100!
<br>Player3-Overestimator: I thought it was difficult to estimate the number of dots. 
<br>Player2-Underestimator: I'll have to learn to count faster.
<br>Player1-Overestimator: The various sizes of the dots made it more challenging to make an estimate.
<br>Player4-Underestimator: That is true!
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:06:27,2023-11-29 16:19:38,0,71.225.178.41,100,790,1,2023-11-29 16:19:38,R_agxefLYnFxbRUkx,,,,,40.38,-75.2718,anonymous,EN,1,5ba292385301b80001c71ba2,1,0,0,7.842,0,0,0,3.017,0,120,0,0,167.197,0,2,18,19,15,15,15,11,,,,,,,,20.309,20.309,22.146,1,1,4,712,340,Region #2,18,3,0,0,8.568,0,1.067,8.531,22.087,3,0,0,25.044,0,,,,,,,,,,,,,,,1,7,8,none,0,0,15.007,0,,,,,,,,,,,,,personality and skill test,1,,1,,1,,Fun survey,42,1,,7,7,1,1,6392NwKkvp,MoHi_Study1,,34,R_agxefLYnFxbRUkx,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-11-29 16:10:13,2023-11-29 16:20:03,0,98.109.197.10,100,589,1,2023-11-29 16:20:03,R_DzVkWaW5CwfH4sh,,,,,40.4131,-74.2372,anonymous,EN,1,63d13e9a41e1c279a151bd4b,1,0,0,71.111,0,0,0,3.007,0,50,0,0,113.098,0,,,,,,,,1,17,18,13,17,18,13,0,0,35.949,0,1,4,720,262,Region #2,17,3,0,0,7.189,0,0,0,11.082,0,0,0,25.009,0,,,,,,,,,,,0,0,15.007,0,1,5,8,no,,,,,,,,,,,,,,,,,Not sure,1,,1,,1,,,29,,,7,6,1,1,6392NwKkvp,MoHi_Study1,,38,R_DzVkWaW5CwfH4sh,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player3-Overestimator: hello guys
<br>Player2-Underestimator: Hi
<br>Player2-Underestimator: That was an interesting task. 
<br>Player4-Underestimator: how was your experience with the task
<br>",,chatLog,,,
2023-11-29 16:01:25,2023-11-29 16:20:06,0,174.192.10.121,100,1120,1,2023-11-29 16:20:06,R_ZKP9x5F8a2bv2z7,,,,,42.0686,-72.5006,anonymous,EN,1,607c9f94cc974d4ea1dc22c8,1,0,0,8.636,0,0,0,3.018,0,85,0,0,23.206,0,2,16,14,9,16,16,10,,,,,,,,22.79,22.79,28.093,1,2,5,773,285,Region #2,14,3,0,0,13.618,0,0,0,35.437,0,0,0,25.119,0,1,14.062,21.217,22.713,2,1,2,4,10,No additional feedback to offer.,,,,,,,,,,,,,,,,,,,,,,,,,To ascertain my willingness to assign the more difficult task to someone else.,2,"I do not automatically trust information I receive from any source. Although I was told I would be working with other participants, there was simply no way to verify that assertion.",2,I was the one assigned to make the selection. The other supposed participant did not have a choice. I do not recall seeing a screen that displayed another party's choice.,1,,No additional comments to offer.,59,1,,7,2,1,1,6392NwKkvp,MoHi_Study1,,26,R_ZKP9x5F8a2bv2z7,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player1-Overestimator: hello
<br>Player2-Underestimator: Hello!
<br>Player3-Overestimator: Hello!
<br>Player4-Underestimator: Hello. I found it nearly impossible to count the dots in the task.
<br>Player2-Underestimator: I personally had a hard time trying to guess the number of dots
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>Player3-Overestimator: Same for me
<br>",,chatLog,,,
2023-11-29 16:08:48,2023-11-29 16:20:09,0,209.94.150.27,100,681,1,2023-11-29 16:20:10,R_3j98YaSJboZtQSv,,,,,41.792,-88.166,anonymous,EN,1,CZ3PJDOH,1,0,0,18.838,0,0,0,3.11,0,130,0,0,130.904,0,2,16,16,12,15,15,11,,,,,,,,2.358,17.261,21.317,2,1,4,645,84,Region #2,15,3,0,0,7.329,0,7.39,7.39,12.238,1,0,0,25.011,0,1,9.438,9.438,16.339,1,1,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,To see which one we'd pick,1,,1,,1,,I'm so happy that nobody actually has to do the red tasks.,18,2,,7,3,1,1,6392NwKkvp,MoHi_Study1,,36,R_3j98YaSJboZtQSv,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player2-Underestimator: Hello
<br>Player1-Overestimator: Hello - I guess I am an over estimator
<br>Player1-Overestimator: Did not think that about myself
<br>Player2-Underestimator: What process did you use to guess your number?
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
